LOAN_ID,APPLICATION_DATE,APPLICANT_AGE,ANNUAL_INCOME,EMPLOYMENT_STATUS,EMPLOYMENT_LENGTH_MONTHS,CREDIT_SCORE,EXISTING_DEBT,NUM_CREDIT_ACCOUNTS,LOAN_AMOUNT,LOAN_PURPOSE,LOAN_TERM_DAYS,INTEREST_RATE,STATE,LOAN_DEFAULT
253IQQUOLGQE6XB1,2024-03-30,32,64241,Employed,48,547,3325,5,1000,Emergency,30,26.75,PA,N
Z337C7NXXBAF4GEL,2024-11-12,52,31201,Self-Employed,16,715,6509,1,500,Emergency,90,15.3,OH,N
LX8EAK8YE71TWD96,2024-11-02,26,44049,Employed,43,595,5814,1,1500,Emergency,90,20.37,TN,N
HHWMF1GZVG042MZ8,2025-01-06,18,69918,Employed,43,593,16606,3,5000,Car Repair,60,20.58,CA,N
M6XHIGX1PZGSVANR,2024-02-12,18,32769,Self-Employed,66,735,3977,4,3000,Home Repair,30,18.12,PA,N
Y632IIPS8QDB9BGV,2025-01-09,18,36739,Unemployed,0,584,9635,2,1500,Emergency,180,21.77,IL,N
2ESF4NDRFDX89I8Y,2024-04-25,38,43120,Employed,146,729,44837,5,500,Car Repair,30,14.44,PA,N
WGD4X4PZJ42RL1EH,2024-11-07,35,37638,Self-Employed,65,743,17191,5,500,Medical,60,12.12,TX,N
8HYF87SW1K9M94UZ,2024-01-25,40,55495,Unemployed,0,722,13429,3,10000,Education,60,15.68,CA,N
XY4G8ON3W9HX6I62,2024-05-12,47,52404,Employed,11,714,822,2,5000,Emergency,180,16.39,WA,N
R2CXTJYRDIRL481X,2024-02-21,38,58903,Student,0,615,6569,10,500,Home Repair,90,18.95,NC,N
LAXHNOC2XI3RNC02,2024-01-07,41,77424,Employed,74,727,986,0,500,Car Repair,90,11.79,IL,N
BLU27XNPZCU7MPA7,2024-11-26,38,27873,Employed,51,815,3644,6,2500,Medical,90,10.51,WA,N
DZVHLTMGRAEJPFAW,2024-05-23,25,74226,Employed,22,556,23018,5,1500,Debt Consolidation,90,23.65,FL,Y
XD0DL7U1P8OTXOUS,2024-01-28,20,46198,Employed,25,603,26224,2,5000,Home Repair,180,24.54,AZ,N
HFRRCV1EXYB8Z8TR,2024-07-18,48,50133,Employed,59,802,694,5,1000,Medical,180,12.17,FL,N
TM477Y6ZLED1LG8Y,2024-04-28,32,127238,Employed,6,571,17167,6,10000,Debt Consolidation,60,25.99,NC,N
2WGEBEC41RN9UQ7R,2024-04-21,32,89227,Employed,36,688,10625,2,3000,Home Repair,30,13.88,TX,N
ZAPUOLXPOUV75D3N,2024-02-27,44,106692,Employed,20,527,8425,7,1500,Car Repair,60,23.31,MI,N
MYB4BOMZQB09UW8P,2024-05-23,48,59290,Employed,49,614,11121,7,5000,Education,180,18.28,IL,N
DWXEZIHZVZGMFFOH,2024-08-26,57,70753,Employed,89,837,7311,3,1500,Car Repair,365,10.4,TN,Y
K94W6WUUMO7OPKLJ,2024-07-20,41,23208,Self-Employed,15,666,28222,6,500,Emergency,30,12.25,NV,Y
670LJC6WO7V1IZ4J,2024-09-11,23,36454,Employed,132,615,19265,2,2000,Car Repair,30,19.16,FL,Y
QI55JSYXUFBLPVR7,2024-04-13,50,89321,Self-Employed,33,572,27421,5,1000,Home Repair,60,24.72,TX,Y
9YT1S4JIDA6UEYER,2024-01-11,21,43501,Employed,6,839,3312,5,5000,Education,30,10.26,NY,N
BL6SGW2NRV4EIBKP,2024-01-26,24,99827,Employed,40,615,27399,3,2500,Emergency,30,21.79,CA,N
K7FVU3F0MEE0Q45T,2025-01-04,52,58273,Employed,6,733,6798,6,2000,Medical,60,13.83,NV,N
VGUW48TP37V7JMKJ,2024-11-09,47,55568,Employed,25,650,11614,2,1500,Medical,90,17.56,MI,Y
LNDITN5KG3FYE4HQ,2024-02-23,24,34790,Unemployed,0,812,7148,6,2000,Education,60,11.11,TX,N
GOXAIQUSY2O33B29,2024-07-26,18,35210,Employed,37,630,10262,5,2500,Education,90,19.12,GA,N
XZ6UK18F2DXR6CJ9,2024-05-28,18,27448,Employed,16,564,17194,5,1500,Home Repair,90,24.15,TX,Y
K4CI248F3VKOG101,2024-07-14,47,29339,Employed,26,626,10379,4,2000,Education,60,20.65,NY,N
1HE9WIEEO9H5IHJQ,2024-02-08,55,83308,Employed,95,697,552,4,500,Emergency,180,14.66,CA,N
CYYPQ7A4FRV1L6CK,2024-11-11,54,81142,Employed,24,671,17842,4,2000,Medical,90,12.68,FL,Y
NC7GIU13GBJ72BTQ,2025-01-03,33,59227,Employed,123,626,2928,4,500,Emergency,60,18.35,NC,N
82327AQFF2K5C3Z6,2024-02-08,49,49076,Employed,4,689,5737,5,10000,Medical,60,13.57,TX,N
J5Q1D7XYLJD2V57B,2024-06-09,27,25438,Contract,69,559,13582,2,1500,Debt Consolidation,60,27.92,CA,Y
MTT7FYWM5CFV2VYN,2024-10-14,40,32254,Employed,120,649,4176,1,10000,Medical,180,15.45,TX,N
1KJS08RWQ1CGEDBT,2024-12-21,31,48974,Employed,13,664,2745,4,500,Emergency,30,14.11,NC,N
8BZ9T30B69C45RY2,2024-07-01,57,79501,Self-Employed,10,735,19253,1,500,Emergency,90,16.56,NC,N
7VMVWJMV06DDG680,2024-04-18,38,91408,Contract,4,583,27552,4,500,Debt Consolidation,30,17.94,TN,N
IUGA4FEGYYJ5N860,2024-01-20,45,51554,Employed,4,721,30128,2,500,Emergency,30,15.66,WA,N
ATH9KP6ASSSULJAF,2024-09-22,43,72532,Employed,55,761,2755,3,1000,Emergency,90,14.42,FL,N
4WNSMW5GYRW6OWH8,2024-11-14,36,52675,Employed,5,657,19505,5,1000,Emergency,90,14.8,MI,Y
VLIG7R2FMFP5MD3E,2024-08-02,35,28500,Employed,90,788,15351,4,2000,Car Repair,60,13.36,PA,N
XU7FKC781HFL1ZOP,2024-08-26,37,37557,Unemployed,0,798,6440,6,1000,Education,60,13.21,CA,Y
QZFO30X8BNMJSXTD,2024-05-08,47,64979,Employed,85,622,41098,6,500,Emergency,365,20.48,OH,N
HDX1BJT4ZF3D4D32,2024-07-19,37,80733,Self-Employed,51,775,2753,4,7500,Medical,365,12.8,TX,N
NKX5ZT5TT9KA1DLU,2024-05-04,23,78509,Employed,87,847,4078,6,3000,Education,60,13.31,CA,N
CLLE4A2G76RWR3S1,2024-02-09,40,61630,Employed,2,695,19702,3,1000,Emergency,365,16.39,AZ,Y
8WK501EPEKGVZPFC,2025-01-12,70,54484,Employed,1,759,8338,5,3000,Car Repair,90,14.8,GA,N
GLCKWT2E077U55D5,2024-10-21,53,30153,Unemployed,0,850,436,4,3000,Other,60,12.16,MI,N
Q3OV9JYDFZDTC5PA,2024-05-29,48,87625,Unemployed,0,736,9689,3,500,Travel,180,16.66,TX,N
YGAA70TGO5AWLGIT,2024-06-24,38,62972,Unemployed,0,782,5047,4,2000,Car Repair,180,11.83,CA,N
IZ7TFP3G21CQTP31,2024-03-20,50,45275,Retired,0,698,28455,2,7500,Car Repair,365,13.8,GA,N
74GU65S6Y5H3O0SW,2024-11-26,31,57967,Employed,12,668,6968,4,1000,Home Repair,180,17.01,CA,N
58611GQIT8D9GX2H,2024-12-18,41,60809,Student,0,511,21619,3,2500,Education,180,23.88,GA,N
IVDTS8MG00CRZ17A,2024-04-12,43,55946,Contract,36,713,35144,4,7500,Debt Consolidation,90,15.01,MI,N
8RNXPWNUA6TDXJ1W,2025-01-06,56,50062,Employed,91,699,1393,7,1000,Home Repair,90,13.11,CA,N
QQOQSD8P4XTKXGY9,2024-08-07,25,60444,Contract,33,756,20820,2,2000,Education,60,12.28,NY,N
3FON8ONG5UDLHWV6,2024-03-06,23,29688,Retired,0,656,6173,2,2000,Medical,60,15.06,CA,N
FLVYWAPKE5AJR1OV,2024-02-23,46,74064,Contract,31,701,17203,3,5000,Emergency,30,15.47,NY,Y
9CPWRUTVLYJMWUOC,2024-11-07,35,38097,Employed,19,698,9966,2,1000,Medical,60,14.15,CO,N
S224EQKQ7MOU3DN1,2024-01-05,53,140329,Employed,7,658,22624,4,1000,Car Repair,30,18.49,WA,N
TJL2FX35LG49FFQO,2024-04-07,38,29711,Retired,0,673,9087,4,2500,Emergency,90,11.36,PA,N
KVC4GTJS1A5UGXBR,2024-07-28,40,56251,Unemployed,0,639,22746,3,500,Medical,60,16.14,NY,N
YTIVR40DM9IF826B,2024-02-08,49,32275,Employed,40,803,28940,4,1000,Emergency,180,11.92,TX,N
HYZ1OV5VXA8MKU1G,2025-01-01,34,39424,Self-Employed,74,514,8785,4,1500,Car Repair,90,24.39,CA,N
PT49PUSRZAEQOXBE,2024-07-17,45,58793,Employed,43,793,25123,7,500,Medical,90,12.38,CA,N
1P5EI7K8EVBRX8U7,2024-06-20,41,19626,Employed,20,727,33875,4,2500,Emergency,90,15.94,CO,Y
3NKBF2E6WPRLPG7G,2024-05-17,32,37164,Self-Employed,20,666,7352,2,500,Other,30,19.31,WA,Y
VLHWXPBRRNTYLVVL,2024-04-24,36,88234,Student,0,744,9177,1,7500,Medical,30,16.46,FL,N
D3IIA38K0HF36C0O,2024-09-17,49,25125,Self-Employed,56,662,3897,2,2500,Emergency,30,14.71,GA,N
X87CZR7XWQF1TTIM,2024-05-31,21,37274,Employed,90,748,413,7,1500,Home Repair,180,17.69,IL,N
LYTGVKYMZLO9LNDC,2024-05-09,24,101318,Employed,83,548,1322,2,7500,Emergency,90,25.48,CO,Y
MB4BLDQLQ1WMFPT0,2024-03-02,50,22589,Employed,44,715,8171,5,10000,Emergency,180,16.78,CA,N
0E2QMK3UHK6HMRTI,2024-11-27,50,39034,Employed,79,614,10800,3,2500,Car Repair,180,22.29,CA,N
EHC2YIX79PBRTG6C,2024-03-07,33,46008,Unemployed,0,638,6287,3,500,Medical,90,18.15,NY,Y
2RRA3PLCGQLLX70R,2024-08-10,32,29948,Student,0,616,264,3,7500,Medical,90,22.78,GA,N
3SDUDPRK5R0PNF3V,2024-04-25,48,48658,Employed,43,625,12267,5,500,Emergency,180,16.69,TX,N
CLHOVU5WP8MVU2YE,2024-03-24,21,27428,Self-Employed,146,611,4839,2,10000,Medical,90,22.18,FL,N
TTRUTI7ZFZTOS6GK,2024-11-26,44,26442,Employed,53,652,1227,4,1000,Emergency,365,16.62,CO,N
J71K16Y0UPU536LZ,2024-11-27,70,35880,Student,0,692,21683,1,1000,Car Repair,365,15.7,TX,N
MS804BFPV0V6443K,2024-08-02,62,86666,Employed,34,646,30538,2,2000,Other,365,17.11,CO,N
TX6QCALUK87322HR,2024-04-03,18,37915,Retired,0,780,24544,7,5000,Car Repair,30,10.74,OH,N
5SOSC0WHS14ECI9R,2024-04-28,35,42987,Employed,66,509,8845,1,1000,Emergency,30,24.48,IL,N
TJ6U5A2X54U44QUN,2024-09-01,24,37245,Employed,1,607,3679,4,2500,Home Repair,180,20.8,CA,Y
F57VH2D3LS11Q01Y,2024-11-16,38,30014,Student,0,731,4872,1,1500,Emergency,60,10.51,PA,N
HYA0EIVA8T49LXLE,2024-08-01,18,79901,Self-Employed,68,819,10488,4,2500,Emergency,180,14.1,NY,N
0BCT324ZBL5KZHCM,2024-04-14,48,53799,Employed,32,485,72,3,2500,Emergency,60,24.52,CA,N
Z2RNO6CYSVUHIWZW,2024-05-17,47,131905,Unemployed,0,717,8557,5,2000,Other,180,15.62,FL,N
T994PN8QIX43IRGM,2024-06-16,20,26360,Employed,161,724,7440,5,1000,Medical,60,10.95,TX,N
5DKOYBESIRQ4TP1N,2024-10-15,45,41473,Student,0,572,14157,5,1500,Emergency,90,26.31,NC,N
A6KSNJCZOBD9Q8WH,2024-07-18,53,24290,Employed,151,672,5644,4,1500,Education,90,17.35,MI,N
T37OJ98BYTE9AFPP,2024-03-24,31,79636,Employed,56,690,7676,2,1000,Car Repair,60,19.62,GA,N
7SDWYQTUV27UUBRJ,2024-08-09,36,44444,Employed,73,795,3011,4,1000,Car Repair,365,13.4,MI,Y
174WYAGS1KWQJL8E,2024-04-14,58,71495,Employed,22,721,4144,4,500,Emergency,60,13.39,WA,Y
Z31T6ERQ5A838921,2024-07-08,30,55288,Self-Employed,78,623,41163,5,500,Emergency,90,22.06,CA,N
4311BKHSSCRTP08I,2024-11-17,34,51313,Employed,71,699,53555,5,2500,Car Repair,90,14.04,IL,N
IO1Q3DZVWE8G358G,2024-12-28,34,69404,Self-Employed,15,705,6430,2,2000,Emergency,180,13.16,FL,N
EEJGBJXG56W0MQA1,2024-12-14,18,62247,Employed,6,741,7366,5,2000,Travel,365,15.49,GA,N
CCYY4JUFN24XCRWD,2024-04-16,33,35860,Employed,27,752,13220,4,2000,Emergency,180,14.29,CA,Y
WF1TQV0R095UHGCR,2024-06-19,40,106944,Employed,14,736,7094,5,1000,Other,180,16.52,NV,N
KFKJ6XHPD3BGNPYH,2024-03-05,32,33586,Unemployed,0,628,23588,4,2500,Debt Consolidation,180,21.04,FL,N
RFOZG7FBV2I6OEUH,2024-12-25,43,56979,Self-Employed,2,701,676,5,1000,Emergency,180,14.96,CA,Y
8VAQVBDIM28AQWD1,2024-12-06,47,56531,Employed,15,651,2769,9,500,Education,365,14.18,IL,N
BQFDTNBS5XRGA3L7,2024-03-26,48,69588,Employed,9,739,9323,7,1500,Debt Consolidation,365,11.0,NY,Y
1029DG38RAJIB931,2024-08-22,38,96089,Employed,208,723,15073,3,500,Other,60,14.44,CO,N
K26GFXAMHV1F070V,2024-12-25,32,118963,Employed,26,687,14972,3,2500,Home Repair,60,11.58,TX,N
K32RGWHGXMD7QCQ3,2024-08-22,18,56049,Unemployed,0,772,13049,2,2000,Emergency,180,12.62,TX,N
ZA8E83MTEBDUD8T7,2024-05-14,25,190295,Employed,215,838,3055,3,1000,Emergency,60,13.1,PA,N
D2TO1KVTORP59YEQ,2024-09-26,33,56887,Employed,1,460,9845,4,3000,Medical,60,23.75,WA,N
96SJQA0PX99DBK4E,2024-01-20,38,15000,Employed,22,667,16834,1,500,Medical,180,16.62,TX,N
PBO01717HV0EHLIT,2024-09-05,43,32593,Employed,62,599,15871,4,500,Debt Consolidation,90,21.2,CA,N
SJ8BFI8OJGZACF0R,2024-08-05,44,26168,Unemployed,0,754,8794,1,500,Home Repair,90,8.91,IL,N
7FA6AHHCASIKZOIE,2024-07-21,40,54320,Employed,20,620,8388,2,500,Other,30,17.64,FL,N
ASU29EE2A84N1W3E,2024-07-30,28,32101,Self-Employed,23,678,45179,5,3000,Emergency,60,16.36,IL,N
R70UT100WNT0K987,2024-01-24,29,28905,Unemployed,0,643,14791,4,3000,Car Repair,90,22.15,CA,N
5TRJIB739SYIED48,2024-10-16,47,50658,Student,0,613,10924,4,500,Emergency,180,18.81,AZ,Y
CD5LXTNJS18L9GJ4,2024-07-27,61,122344,Unemployed,0,842,9,4,1000,Medical,60,15.01,CA,Y
ANLIOBL7VJUZ5PFB,2024-06-12,37,74251,Employed,273,572,51088,4,500,Emergency,60,25.41,CA,Y
CE5Z3ZTDS7XSV18F,2024-06-05,33,59808,Student,0,791,769,8,7500,Emergency,60,13.22,FL,N
6FTSCJLEI6WGL8I9,2024-06-30,49,29999,Student,0,646,13681,4,500,Other,90,19.89,OH,Y
AKFD18TLTY7W29MA,2024-12-29,41,60634,Employed,54,580,4579,7,5000,Other,90,20.05,PA,N
X6EBQGBPADUSQB00,2025-01-09,31,49357,Employed,14,734,6261,3,500,Other,365,12.25,CA,N
G9E07PMEXJTNRP1I,2025-01-15,20,34489,Employed,20,710,8590,2,1500,Education,30,15.31,NY,Y
3661L08KGFP94K3A,2024-11-17,45,36147,Employed,15,844,16964,9,1500,Car Repair,180,12.68,FL,N
WLAR0WH0RFIUPROG,2024-10-20,23,146030,Unemployed,0,627,3093,5,5000,Car Repair,365,21.17,WA,N
710EQ8O9S4ZNMZOF,2024-03-25,45,15000,Employed,118,623,6685,4,1000,Debt Consolidation,30,17.08,NC,Y
E98WP94P4JWR3XUX,2024-11-22,35,45924,Employed,182,687,16075,3,3000,Debt Consolidation,60,12.34,IL,Y
NB9DSSRKFI53LLP0,2024-11-16,37,62665,Employed,23,723,2009,4,1500,Emergency,365,17.77,GA,N
NFDD2PJ0MMUG8XJK,2024-06-11,45,46068,Employed,75,622,59332,3,1000,Car Repair,365,20.83,GA,Y
31DZRHTTQAYIIY2S,2024-05-16,21,87802,Self-Employed,80,585,34500,3,1500,Travel,60,18.58,NV,Y
530TJ2T9O5A439GF,2024-05-25,27,18939,Employed,11,654,3399,2,5000,Medical,365,18.81,WA,Y
5LXK2G5EOL0TA8RD,2024-10-21,41,65774,Employed,131,602,3526,6,1000,Home Repair,30,22.86,TX,Y
05N9HCZDQ3W6BDJ7,2024-06-21,30,44326,Employed,38,493,5479,2,2000,Medical,60,23.58,GA,N
H7REDY0VQXO2DWN7,2025-01-12,51,36315,Employed,63,788,2793,4,2000,Home Repair,30,13.87,CA,N
17YW1BSDX4W3LNAE,2024-02-05,49,65812,Employed,4,743,8068,3,1000,Car Repair,180,16.56,GA,N
HPITZA7UY4SAEQ1Z,2024-08-19,38,84411,Employed,43,709,51697,5,1500,Travel,90,16.23,IL,N
Q8DAYDW9F6Y5V9JR,2024-08-08,43,86850,Employed,14,791,11125,4,1000,Other,30,13.61,FL,N
EHMIQP56A2TYZNM5,2024-06-01,29,27022,Unemployed,0,527,16513,5,1500,Home Repair,30,26.85,FL,N
SAXYK2E58F3OB9V1,2024-03-26,24,80450,Employed,40,769,16418,6,1500,Medical,90,9.91,NV,N
T4JXA2YMPYI46N05,2024-06-01,37,25456,Self-Employed,52,749,1024,1,2500,Medical,90,14.88,CA,N
FL0463NA7HN98X16,2024-10-28,18,110177,Student,0,659,5695,4,2500,Travel,365,15.39,FL,N
F4ZZW5UK4SHA60V3,2024-05-03,43,66669,Contract,108,598,27223,6,2000,Medical,90,20.16,TX,N
3LIFNCRN3TNKZIY7,2024-04-03,36,28048,Retired,0,682,7362,2,2000,Travel,30,16.11,WA,N
5ITDL35JRJ9R3VP8,2024-09-02,43,27585,Employed,44,655,13055,7,1000,Home Repair,365,11.76,NY,N
LIM06ETCQR3EV1RD,2024-05-02,36,54509,Employed,34,631,12013,1,3000,Education,90,20.29,AZ,Y
NF4X13QINF2P091P,2024-10-10,29,25729,Employed,74,738,10531,3,2000,Home Repair,180,16.38,TX,N
QFMPAH3QN21R91R0,2024-05-11,36,53441,Employed,2,683,5440,5,3000,Other,90,14.65,TX,N
HRLIAGP34SLQGBUL,2024-09-29,31,47475,Employed,84,659,5572,5,2500,Emergency,30,16.74,CA,N
1OT96GSKBOJAXNHR,2024-10-06,52,54141,Self-Employed,38,707,49010,4,1000,Medical,60,16.7,FL,N
C4HM08OPEVHTZ4VO,2024-08-30,32,45465,Self-Employed,16,705,26873,8,10000,Car Repair,180,16.77,NC,Y
YBJ7SOYGY21JMAS4,2024-08-02,36,43117,Employed,112,716,12690,4,1500,Debt Consolidation,60,15.29,WA,N
1RU08L4PJAGXLQ0S,2024-02-08,61,81541,Student,0,840,3608,2,1000,Car Repair,30,10.49,TX,N
5RMJPCZA3SFGHO4Q,2024-01-04,49,62731,Employed,9,759,7593,4,7500,Education,60,9.63,OH,N
HCG7FD143XRV8DF2,2024-01-29,40,99341,Employed,10,581,12115,5,1500,Emergency,60,19.06,TX,N
F5NK4OTBGDPUH4GB,2024-12-02,36,33405,Employed,34,817,49736,5,2000,Debt Consolidation,60,11.18,PA,N
GO8UTD9JYJ3CT5Q5,2024-06-10,18,39488,Self-Employed,104,833,1332,5,2000,Car Repair,180,14.02,NY,N
173C7Q25Y7KHG4G7,2024-11-14,53,72011,Employed,133,704,14374,5,2000,Home Repair,90,13.42,TX,Y
NIE3FKP96AIU01LC,2024-05-08,22,116264,Employed,80,552,4836,4,3000,Emergency,90,26.55,NY,N
5WW9LZHVEZ9RTD6E,2024-10-02,25,25357,Student,0,696,5531,5,1000,Home Repair,30,15.9,PA,N
NMB9UPEPPOLG5TK9,2024-03-13,40,38654,Unemployed,0,625,24015,4,2500,Home Repair,30,23.36,PA,Y
VJ0VA0STKA0914AB,2024-08-30,20,109570,Student,0,781,5589,4,2000,Emergency,365,10.3,GA,N
AZD84VF16185IBJU,2024-01-22,51,35027,Unemployed,0,813,13457,5,500,Education,30,12.37,CO,Y
BI6MGHAGMB362M9E,2024-08-02,32,42333,Employed,22,814,47338,6,2500,Emergency,60,10.85,TX,N
5IMLZ6IOSTUZHG1G,2024-11-01,53,49706,Unemployed,0,702,2696,7,500,Emergency,180,15.7,CA,N
F4OFPATM0TXE321D,2024-01-20,40,47784,Retired,0,736,16476,3,3000,Debt Consolidation,60,14.46,FL,N
5C21O6WW8EIRHRLN,2024-10-10,41,56153,Employed,95,635,30189,4,1500,Emergency,90,20.87,FL,N
F6NV5XU6M9DEOCIR,2024-08-22,41,55688,Employed,71,629,19009,8,3000,Education,60,22.89,CA,N
IO74JLYS7JD6Z6PQ,2024-11-30,40,24248,Contract,92,671,12632,4,3000,Emergency,30,14.16,WA,N
1AUF0TJ5JGZCY4ML,2024-02-27,69,60909,Employed,49,602,1661,2,500,Emergency,60,20.94,OH,N
JZFUDI4SP7QFQ9N0,2024-04-18,35,37266,Retired,0,762,21723,5,1500,Medical,90,13.47,CA,Y
4FDTZJ2L72V08KTR,2024-02-15,45,48567,Unemployed,0,749,13939,8,10000,Emergency,90,13.41,FL,Y
PW3HHIGVUMMWCMZX,2025-01-15,35,76788,Employed,28,636,932,4,1000,Education,365,22.87,NY,N
8J5MS20T3T9LP2E2,2024-11-10,34,56638,Self-Employed,4,631,10912,6,1000,Debt Consolidation,365,23.21,NY,N
ASOEVGKH250CVGFG,2024-08-24,19,94380,Self-Employed,19,679,19828,5,2500,Home Repair,90,15.63,TX,N
M1TM27O19QTG15XD,2024-03-20,34,44250,Retired,0,672,14774,4,500,Medical,90,17.56,FL,N
82IJKUV2VXO3PEOJ,2024-09-18,18,61376,Employed,29,531,11309,7,2500,Medical,30,26.6,TX,Y
3M48NGC4XAIC0DHN,2024-06-25,38,55561,Employed,32,676,17608,3,1000,Emergency,90,12.82,FL,N
HWEKQDVNAB87FRBO,2024-09-19,42,46812,Retired,0,656,12812,2,1000,Debt Consolidation,90,13.87,CO,Y
O703B95OHS7AUIGJ,2024-01-28,42,115784,Employed,105,755,765,4,500,Emergency,90,13.08,TN,N
D3X4YH5HOA7WKDPE,2024-03-18,19,51904,Employed,112,825,45151,3,2000,Car Repair,60,8.19,TX,Y
HDM6K6HGQ6SRP7B4,2024-01-01,47,61855,Employed,52,695,24344,5,1500,Medical,60,13.28,NV,Y
HJKWBJPCLMSP94RW,2024-09-23,68,37635,Self-Employed,109,673,11019,7,1000,Medical,60,13.99,MI,Y
GKG5KHL1CRHM22SN,2024-03-22,39,51158,Employed,24,678,16032,2,3000,Home Repair,60,15.47,OH,N
JU9F51NI4EUBYGS0,2024-01-25,26,39714,Employed,4,624,1039,4,1000,Education,180,20.41,MI,N
JX9AMSM5R7GOKLVA,2024-12-20,29,37847,Unemployed,0,663,3849,5,3000,Medical,180,16.3,OH,N
2UHTJPK4W0KQ8SJQ,2024-12-03,54,56612,Self-Employed,142,711,35131,1,500,Car Repair,60,14.39,AZ,N
ONTQX45JOQYNIT38,2024-12-07,52,39056,Employed,26,670,36297,2,1000,Car Repair,30,12.29,AZ,N
CX5DNSVBCQ7G4ASM,2024-07-25,29,55030,Retired,0,624,541,2,3000,Emergency,180,23.54,NY,Y
ZX4NKIO5B6IIJPSH,2024-05-29,35,23073,Employed,8,556,1574,4,5000,Debt Consolidation,180,24.42,CA,N
OXXAOZ5E7GGO46X1,2024-07-17,37,67489,Employed,25,626,6223,9,3000,Medical,30,22.17,CO,N
W1QXPH1Y3BQHOK3Z,2024-01-12,34,40857,Self-Employed,113,808,24748,4,1000,Debt Consolidation,60,10.68,CA,N
Y5SRO0L9LAYKE3ZC,2024-03-07,32,45122,Employed,101,656,35975,2,2500,Home Repair,90,19.3,NY,N
XU11TO0BOGCC1U86,2024-09-26,26,31606,Student,0,711,22375,10,3000,Education,30,14.87,WA,N
AG3U1SWYUTFEFZ81,2024-09-22,52,46807,Employed,43,734,10289,2,1000,Other,90,16.71,IL,N
1ID07T3LJOKBZVYX,2024-12-14,18,36818,Self-Employed,28,632,14230,1,7500,Car Repair,180,17.73,PA,N
9D18K9VAK1VPANGW,2024-11-18,41,57546,Employed,113,670,21489,4,2500,Medical,60,13.99,TX,N
3PAJVF9I60K23Z2Y,2024-04-10,37,77236,Employed,68,678,13419,2,1000,Car Repair,60,16.86,WA,N
3C0EQ4AW8JHE5S51,2024-07-28,40,28878,Employed,24,590,24498,6,5000,Debt Consolidation,365,21.96,NY,Y
7DXJ17X6XDA71EBV,2024-09-21,19,62787,Self-Employed,37,690,27386,8,1000,Car Repair,60,13.69,CO,Y
FWB5HSTS68CFFF8T,2024-07-03,37,46888,Employed,48,533,9268,1,500,Car Repair,180,27.58,AZ,N
X134L8XAFSUMUXQJ,2024-09-05,33,55569,Self-Employed,18,672,6814,2,2500,Education,90,16.87,AZ,Y
CTPVEV64GROABEAW,2024-09-30,48,22818,Employed,74,609,13368,6,10000,Debt Consolidation,90,19.37,CA,N
QW29PY5KH2NXXMS3,2024-07-29,44,60173,Self-Employed,109,660,10717,5,500,Education,90,17.01,CO,N
RAG0KXXKXNOAD78Q,2024-01-20,58,50578,Employed,144,704,18282,6,1000,Medical,180,16.83,CA,Y
IG6UO3ZIN1A7KNE1,2025-01-06,57,50973,Employed,55,618,2916,5,3000,Home Repair,90,20.69,TX,N
YBMZPSCTPN7Y853J,2024-02-15,27,48117,Employed,15,647,1513,7,1000,Car Repair,30,18.06,CA,N
5SFMZQRSJZO98IBO,2024-06-26,30,54026,Employed,75,713,2480,6,3000,Home Repair,180,16.12,TX,N
Q18OVEUUR656EBJV,2024-09-24,40,88437,Self-Employed,10,780,3767,4,3000,Car Repair,30,18.22,NY,N
NFOWAPCQ7VG6N968,2024-01-05,42,103381,Retired,0,684,490,10,500,Other,180,15.63,OH,Y
XF6V8TH105OSZQG6,2024-05-11,46,61409,Contract,18,623,17471,3,2500,Car Repair,90,18.72,NY,N
PKISB8363DHTG1D9,2024-05-05,46,158041,Unemployed,0,537,9029,3,1000,Car Repair,180,26.12,FL,Y
OB6KB9Z7FW0C20X4,2024-11-13,18,40355,Employed,24,530,14763,2,10000,Home Repair,30,26.21,FL,N
50UHEH3RFWTEVTX3,2024-04-20,37,111882,Employed,1,571,9206,3,2500,Car Repair,180,23.41,MI,Y
NF27E6L8XCGMIURP,2024-11-08,27,24533,Retired,0,621,10441,3,1500,Car Repair,365,18.6,NY,N
V2WJ6O6U9179B9NT,2024-09-29,46,24864,Employed,34,763,3445,6,2000,Emergency,60,12.73,TN,N
5DXI7QODSU9F16X1,2024-10-08,38,31542,Self-Employed,25,657,1130,3,500,Other,30,14.67,CA,N
4AI7REFICGXLOARR,2024-12-14,24,66143,Student,0,746,3210,1,2000,Car Repair,365,13.21,PA,N
XC9MIDUX8FMW4VCH,2024-02-12,23,37816,Retired,0,687,110109,3,500,Other,90,16.8,IL,Y
RHBKGK9JQTAJPP8O,2024-11-30,41,157998,Employed,56,690,9723,5,1000,Emergency,60,14.07,GA,N
EI975YQL1V2W9Y49,2024-09-18,33,123052,Employed,40,716,17024,1,1000,Education,180,15.3,IL,N
DZ8FTMJN8B3UMAM0,2024-08-08,47,54521,Employed,2,658,12059,3,2500,Home Repair,90,14.48,NC,N
03L4JZWYIX7BRRBA,2024-10-23,18,58296,Employed,42,670,5786,2,2000,Home Repair,365,14.19,NC,N
I3AL6EJA1V2TG2AH,2024-08-01,23,25643,Employed,21,693,31669,7,7500,Emergency,180,14.58,MI,N
